item,item_count,iterations_count,time_in_nanoseconds
38615,6982,17,945
820906,6983,18,1009
237320,6984,20,1720
549189,6985,14,965
881000,6986,15,775
809230,6987,17,1316
661929,6988,13,750
189286,6989,15,1115
831840,6990,14,912
603600,6991,15,1158
672770,6992,15,1257
679324,6993,14,456
460698,6994,18,1527
301214,6995,17,1620
214429,6996,16,928
832232,6997,13,245
222512,6998,17,1252
685233,6999,15,1015
661716,7000,19,1030
978917,7001,15,1157
560157,7002,16,1202
169100,7003,16,1299
382016,7004,14,965
467147,7005,16,1250
864643,7006,16,1665
584146,7007,16,1176
516361,7008,16,1615
661021,7009,16,604
344327,7010,14,1221
248962,7011,14,643
606813,7012,14,673
27061,7013,13,780
370714,7014,16,1594
599504,7015,17,929
267004,7016,18,1376
309226,7017,15,893
322899,7018,12,1037
910689,7019,15,1411
33391,7020,20,1657
573595,7021,16,1052
751288,7022,14,1058
306402,7023,13,705
550744,7024,15,1109
470619,7025,17,1707
766620,7026,16,1023
458309,7027,14,619
806821,7028,15,1783
846393,7029,18,1756
772514,7030,17,1674
720537,7031,12,692
13023,7032,17,1405
507562,7033,16,1191
287967,7034,13,1261
273924,7035,15,1175
47775,7036,17,1391
561749,7037,19,1317
550942,7038,15,424
683936,7039,13,666
7455,7040,17,1699
274427,7041,14,1968
837053,7042,13,1541
366704,7043,14,1563
734382,7044,14,1657
487233,7045,15,1761
153332,7046,14,1382
98174,7047,13,1184
575229,7048,16,1633
578908,7049,15,1118
280310,7050,13,1070
480850,7051,14,992
260759,7052,15,1743
579416,7053,17,1135
982384,7054,17,1928
440080,7055,12,873
258478,7056,13,661
196229,7057,16,1552
292014,7058,12,920
755439,7059,14,1824
977680,7060,13,964
692926,7061,13,1235
784285,7062,16,1947
198162,7063,13,1046
231929,7064,17,1624
290775,7065,15,1146
92587,7066,15,1505
353540,7067,14,1461
66241,7068,17,2242
754146,7069,14,1267
446538,7070,19,1592
365781,7071,14,979
93430,7072,15,1308
549534,7073,15,1148
358228,7074,13,802
816971,7075,13,1198
390788,7076,14,1421
344446,7077,14,926
343881,7078,15,1097
73095,7079,15,1553
539921,7080,15,1659
928273,7081,17,1884
382963,7082,12,915
488502,7083,16,1276
861862,7084,18,2398
362834,7085,18,1387
347626,7086,15,893
509872,7087,14,1316
589191,7088,16,1441
962766,7089,13,1171
906100,7090,14,1212
927536,7091,16,949
993315,7092,14,1450
170286,7093,15,1494
71492,7094,12,758
802608,7095,14,1528
817126,7096,14,1508
638880,7097,13,1169
577571,7098,17,1975
599265,7099,16,1626
538092,7100,14,1323
650150,7101,15,1569
171692,7102,15,861
387652,7103,15,1264
895185,7104,17,1872
533627,7105,16,1506
121969,7106,18,1774
44840,7107,17,1771
294756,7108,18,2030
952989,7109,15,1633
910588,7110,15,1517
15040,7111,14,1486
707194,7112,17,1736
105596,7113,15,1469
213168,7114,15,1341
673312,7115,14,1266
85470,7116,14,1350
956157,7117,17,1648
652173,7118,16,1241
713620,7119,20,1879
226534,7120,14,1457
529259,7121,16,1246
465234,7122,18,2031
808989,7123,18,2129
259169,7124,16,1473
102651,7125,17,1327
374140,7126,14,1372
49801,7127,18,1650
972012,7128,16,1548
268154,7129,13,1397
954093,7130,15,1045
813230,7131,17,1502
298084,7132,19,1593
677461,7133,16,1698
896040,7134,16,1427
42051,7135,15,1186
711861,7136,15,1415
895813,7137,16,798
815737,7138,15,2178
590042,7139,15,1508
199825,7140,16,1659
848085,7141,15,1425
990257,7142,18,1968
183678,7143,14,1153
339645,7144,15,1677
958353,7145,16,1110
173455,7146,18,1380
921125,7147,15,1432
611653,7148,16,1055
915021,7149,14,1284
91067,7150,13,1016
236050,7151,14,1336
195216,7152,14,865
933967,7153,15,1426
999083,7154,14,1135
432970,7155,13,1304
816014,7156,15,367
108762,7157,17,1438
449448,7158,16,1412
222128,7159,19,1723
517453,7160,16,1419
401559,7161,16,1430
270699,7162,13,1077
132351,7163,16,1253
123179,7164,15,809
42082,7165,17,1414
638497,7166,15,1550
923300,7167,14,800
635430,7168,13,649
629487,7169,13,737
623606,7170,15,987
534287,7171,16,1108
7320,7172,18,1561
118798,7173,13,512
235091,7174,17,1167
939742,7175,11,476
505476,7176,14,1167
964854,7177,14,1112
383064,7178,14,1184
990558,7179,14,294
983413,7180,16,1417
779160,7181,16,1572
764476,7182,17,1285
205833,7183,17,1425
351661,7184,13,1005
204517,7185,15,873
280778,7186,13,909
75438,7187,15,1256
245822,7188,13,1161
491949,7189,14,1237
833017,7190,15,3483
814094,7191,12,1255
120621,7192,14,1675
804483,7193,15,2279
432425,7194,17,2219
935559,7195,18,1891
632066,7196,14,1579
270844,7197,17,1829
414056,7198,14,1634
954287,7199,14,1440
924246,7200,14,1783
923663,7201,13,333
667683,7202,15,1730
759962,7203,16,2508
407156,7204,15,1695
667988,7205,16,648
195808,7206,17,2271
841,7207,15,4635
293703,7208,14,2038
923661,7209,15,1175
306734,7210,16,1510
707753,7211,14,1640
112841,7212,14,1408
418727,7213,12,1427
472212,7214,14,1694
348347,7215,15,1553
570787,7216,16,1643
161393,7217,16,1675
85510,7218,16,1623
99868,7219,16,2484
984367,7220,15,1911
715703,7221,13,1065
363699,7222,15,1725
415919,7223,16,1950
2647,7224,17,1396
252287,7225,16,1641
683835,7226,15,1763
584617,7227,15,1470
636508,7228,16,1911
277535,7229,15,1957
691582,7230,14,1363
420984,7231,14,1521
398067,7232,14,1668
64953,7233,13,1369
94736,7234,15,3867
562705,7235,17,1705
953546,7236,14,1412
732309,7237,15,1659
419464,7238,12,1016
376981,7239,15,1561
32488,7240,14,1429
731033,7241,16,1606
967416,7242,15,1705
970783,7243,15,1423
221746,7244,14,1487
484263,7245,14,1903
775799,7246,12,975
464556,7247,13,1157
747017,7248,13,1328
822803,7249,15,2093
970329,7250,14,404
751208,7251,16,1512
943121,7252,12,976
412608,7253,13,1190
838272,7254,16,1954
488721,7255,16,1680
232653,7256,14,1329
947158,7257,14,1376
219148,7258,15,1492
62154,7259,15,1236
582694,7260,17,1982
810402,7261,18,2332
946734,7262,14,1128
281278,7263,17,2097
188619,7264,18,2452
949385,7265,15,1343
115034,7266,15,1632
5039,7267,18,1864
521201,7268,15,1619
91114,7269,15,1433
471066,7270,14,1614
549210,7271,14,1480
445691,7272,14,1377
157968,7273,16,1526
749056,7274,17,1604
154377,7275,14,823
866742,7276,14,1490
461392,7277,15,1247
682420,7278,16,1934
999861,7279,15,1841
573691,7280,17,1847
742597,7281,17,1411
932459,7282,14,1397
669973,7283,13,995
692727,7284,15,1469
385126,7285,14,1489
468088,7286,17,1548
914759,7287,13,1152
435592,7288,13,1530
329345,7289,13,1628
653244,7290,13,854
848346,7291,14,1736
577917,7292,14,1173
96406,7293,17,1812
259386,7294,14,1318
864310,7295,16,2212
473152,7296,15,1603
132051,7297,18,2258
44613,7298,16,1665
164713,7299,13,811
34192,7300,16,1340
42983,7301,16,1199
78490,7302,16,1726
616334,7303,14,1565
804262,7304,16,1297
888580,7305,13,1389
484170,7306,16,1571
575004,7307,17,1560
329785,7308,13,1185
950390,7309,13,1491
907984,7310,16,1723
773128,7311,15,1609
389149,7312,16,1518
486811,7313,16,1794
494657,7314,16,1407
519448,7315,17,1654
969415,7316,15,1522
393214,7317,13,1476
693985,7318,17,1940
928326,7319,16,1855
653547,7320,14,1377
87188,7321,15,1934
5777,7322,16,1751
414733,7323,16,1863
595718,7324,16,2043
402450,7325,17,1861
809254,7326,15,1616
832530,7327,12,1291
707896,7328,15,1662
971945,7329,16,1761
472342,7330,14,1009
127410,7331,15,1733
469577,7332,17,1308
742028,7333,14,1025
889060,7334,15,1537
679564,7335,13,1150
237772,7336,17,2273
359259,7337,14,1893
613515,7338,15,1641
750048,7339,14,1334
434477,7340,16,1442
254798,7341,15,1459
567643,7342,14,1379
385619,7343,14,1242
960616,7344,15,1483
722718,7345,15,1801
438565,7346,13,1327
873762,7347,16,1821
793501,7348,14,1159
243965,7349,15,1669
84864,7350,17,1551
9244,7351,16,1961
625956,7352,15,1747
137359,7353,18,2132
192854,7354,17,2075
858852,7355,15,1531
647657,7356,14,1687
685304,7357,16,1651
542408,7358,14,1567
145685,7359,16,2116
996385,7360,13,1487
335632,7361,14,1699
20031,7362,16,1692
789632,7363,14,1465
126888,7364,16,1564
967219,7365,16,1505
364048,7366,14,1392
560528,7367,16,1903
808953,7368,17,1629
114678,7369,15,1577
52171,7370,16,1408
975,7371,17,1724
251529,7372,13,1259
860340,7373,13,982
453857,7374,14,1500
371073,7375,14,1274
612800,7376,15,1458
687622,7377,13,1079
486895,7378,17,2118
963246,7379,12,1230
941781,7380,14,1734
441360,7381,12,1743
560235,7382,16,1383
977918,7383,15,1774
719684,7384,13,1254
939128,7385,13,1131
316970,7386,13,1508
58236,7387,16,1739
9903,7388,16,1473
460274,7389,14,1452
153675,7390,17,1973
212093,7391,16,1646
220943,7392,13,1139
237175,7393,18,1924
44676,7394,15,1440
499354,7395,14,1219
810133,7396,17,1624
116501,7397,18,1718
574727,7398,17,1804
732056,7399,15,1555
251873,7400,13,1129
659359,7401,13,1398
204112,7402,15,1813
13609,7403,14,1166
627166,7404,14,1228
951236,7405,15,1645
476878,7406,15,1645
31564,7407,13,979
433976,7408,16,2541
941501,7409,14,1640
444907,7410,14,1682
997583,7411,16,1721
997691,7412,17,896
551776,7413,16,2000
828474,7414,16,2542
660532,7415,15,1670
101321,7416,13,1732
520658,7417,15,1484
186748,7418,14,1908
601650,7419,20,2690
366519,7420,14,2173
141337,7421,15,1180
810703,7422,15,1882
671186,7423,14,2268
617670,7424,15,2410
31952,7425,15,1820
575284,7426,15,1333
694970,7427,14,1920
779257,7428,17,2663
789627,7429,16,1679
862151,7430,14,1810
378711,7431,16,1818
587482,7432,15,1948
184653,7433,13,1106
575443,7434,13,853
282111,7435,15,2054
360643,7436,14,1373
58070,7437,17,1794
599382,7438,17,2262
137507,7439,18,2186
781960,7440,15,1588
64141,7441,15,2034
405736,7442,15,1652
448227,7443,14,1638
230767,7444,14,1623
459873,7445,16,1937
800164,7446,16,2014
314758,7447,15,2171
425440,7448,16,1811
755265,7449,14,1570
78057,7450,14,1488
925463,7451,13,1558
624241,7452,14,1702
703240,7453,15,1987
100730,7454,14,1399
22490,7455,14,1608
106206,7456,15,1659
771332,7457,16,1706
672325,7458,15,1570
509034,7459,15,1470
905300,7460,15,1854
587490,7461,15,1368
432065,7462,13,960
962032,7463,13,1467
273516,7464,13,2079
7735,7465,18,1756
124592,7466,16,1799
584578,7467,18,2110
583541,7468,15,798
794093,7469,17,1895
956292,7470,14,1168
970645,7471,19,1880
366698,7472,14,1228
541832,7473,17,2128
791262,7474,16,2134
902624,7475,15,1808
977603,7476,19,1354
813908,7477,14,1617
381489,7478,16,2348
54224,7479,15,1763
426471,7480,16,1745
931309,7481,16,2391
137221,7482,16,1764
559841,7483,15,1659
817918,7484,19,2638
101162,7485,14,1216
255128,7486,16,1931
674528,7487,15,1539
24805,7488,14,1488
286887,7489,14,1981
58975,7490,14,1262
364602,7491,14,1461
744699,7492,14,1438
328942,7493,15,2564
842474,7494,13,1325
858303,7495,14,1168
189336,7496,15,1777
275138,7497,15,1933
52197,7498,17,1540
407737,7499,15,1758
144478,7500,16,1556
551815,7501,16,1945
273402,7502,15,1513
773795,7503,14,1498
329063,7504,17,1558
223441,7505,13,1400
290132,7506,16,2434
155144,7507,14,1131
885981,7508,12,1505
401543,7509,20,2259
358975,7510,13,1240
765562,7511,15,1273
480233,7512,17,2079
994420,7513,14,1520
297515,7514,15,1562
816555,7515,14,1316
690820,7516,16,2017
333994,7517,15,1725
221456,7518,16,1697
776363,7519,17,1808
707049,7520,14,1546
431315,7521,15,1611
473451,7522,15,1676
904062,7523,13,1240
648619,7524,13,1253
70357,7525,13,1163
879014,7526,15,1272
133401,7527,15,1482
348770,7528,15,1595
690849,7529,17,1367
934741,7530,13,1322
368697,7531,15,1554
986881,7532,13,941
862553,7533,19,1966
537052,7534,14,1440
88224,7535,16,2143
629443,7536,13,1110
915163,7537,15,1503
450543,7538,17,2298
35566,7539,16,1488
204612,7540,15,1565
978863,7541,17,2615
98994,7542,14,2181
669464,7543,16,2096
515500,7544,13,1655
738697,7545,16,2092
940095,7546,16,1724
660999,7547,16,2035
373254,7548,17,2099
711739,7549,15,1906
365125,7550,15,3007
169871,7551,15,1492
618031,7552,12,1819
941690,7553,13,1364
388109,7554,16,2340
872394,7555,13,1627
905449,7556,15,1391
727114,7557,15,2106
337496,7558,14,1201
808017,7559,14,1420
39631,7560,16,1816
331721,7561,13,1333
790949,7562,17,2177
452438,7563,14,1641
560355,7564,17,2166
161238,7565,16,1754
480527,7566,18,2162
577313,7567,15,1665
809475,7568,17,1961
777180,7569,18,2088
350738,7570,13,1202
560293,7571,18,1136
325563,7572,14,1901
539006,7573,14,1568
885230,7574,16,2104
628350,7575,16,2001
544051,7576,16,2067
531233,7577,15,1018
362084,7578,14,1446
993994,7579,16,2216
312265,7580,15,1953
357776,7581,16,1867
650397,7582,14,1372
902177,7583,15,1522
972090,7584,15,1756
690512,7585,14,1535
257514,7586,15,2275
236082,7587,16,1696
529657,7588,15,1353
744449,7589,17,1929
524838,7590,15,1416
474235,7591,13,1481
166818,7592,17,2372
965294,7593,15,2054
301304,7594,14,1718
821028,7595,13,1615
27656,7596,15,1692
324913,7597,13,1489
81653,7598,17,2425
594361,7599,14,1578
711018,7600,15,1731
121222,7601,14,1353
885986,7602,14,1425
224003,7603,15,2548
517061,7604,16,2512
871914,7605,14,1721
39895,7606,15,1552
918850,7607,15,1962
638915,7608,15,1840
197423,7609,14,1199
983422,7610,17,2063
741256,7611,14,1380
351697,7612,16,2051
15775,7613,17,2001
332283,7614,18,2352
70708,7615,15,1681
886414,7616,14,1326
135947,7617,18,2116
948518,7618,13,1093
458122,7619,14,1979
765279,7620,17,2093
501359,7621,17,2428
919667,7622,14,1373
368492,7623,14,1464
784799,7624,13,1189
836483,7625,13,1744
503091,7626,17,1861
654967,7627,17,2221
751412,7628,17,2741
88864,7629,13,1158
433523,7630,15,2107
835005,7631,15,1778
918077,7632,14,1629
527245,7633,16,1356
679106,7634,14,1526
755418,7635,16,1425
985959,7636,14,1508
506022,7637,14,1037
853521,7638,14,1321
749813,7639,14,1030
71007,7640,12,1108
304552,7641,16,2131
580019,7642,14,1514
264149,7643,15,1642
577377,7644,18,1792
285019,7645,12,1255
794371,7646,15,1661
42013,7647,15,2023
579439,7648,19,1300
543836,7649,17,2043
566692,7650,17,1949
879142,7651,14,1520
175518,7652,15,2432
352902,7653,14,1561
159587,7654,14,1374
610039,7655,15,2097
339275,7656,12,1383
403325,7657,17,2428
480762,7658,17,2118
630755,7659,15,1540
253354,7660,15,1671
114903,7661,15,1404
115694,7662,13,1001
816064,7663,16,2194
245246,7664,15,1316
511590,7665,16,1430
741911,7666,14,1247
13631,7667,17,1470
462629,7668,16,1472
381286,7669,14,1237
385280,7670,17,1861
333101,7671,11,1237
476811,7672,15,1069
625088,7673,13,1383
285028,7674,14,1718
473797,7675,16,1545
858559,7676,16,1936
862457,7677,14,1255
470617,7678,16,1775
786159,7679,13,1399
35746,7680,15,1694
919546,7681,15,2904
937289,7682,15,2457
724441,7683,15,1960
27579,7684,16,1449
725692,7685,16,2325
802586,7686,14,1668
281329,7687,15,2222
98216,7688,14,2187
639696,7689,13,1818
597231,7690,15,1825
881532,7691,13,1583
486000,7692,14,1615
649864,7693,17,2056
389448,7694,15,1578
373590,7695,14,1251
916403,7696,17,1867
932485,7697,15,1743
211141,7698,16,2099
635974,7699,15,1203
370242,7700,16,1625
740638,7701,16,1867
653640,7702,15,1476
150845,7703,15,1911
569995,7704,17,2158
292586,7705,14,1470
1975,7706,14,1704
4844,7707,15,740
768941,7708,17,2133
598699,7709,17,1844
814945,7710,15,1605
748415,7711,16,1414
166698,7712,18,2453
456855,7713,15,1551
449848,7714,17,1959
380665,7715,15,1460
329018,7716,15,1783
335428,7717,12,832
251580,7718,15,2039
477677,7719,14,1462
710332,7720,13,1368
672623,7721,14,1536
524281,7722,16,1477
757462,7723,15,1785
609544,7724,17,1807
189096,7725,15,1630
573415,7726,15,1595
503700,7727,15,1754
757215,7728,16,1046
496094,7729,14,1378
868015,7730,15,2359
120771,7731,16,2062
65540,7732,15,1669
818179,7733,13,1458
795661,7734,14,2105
193722,7735,13,1648
916772,7736,14,1687
842971,7737,14,2261
586000,7738,16,2261
386909,7739,15,1991
236656,7740,14,1726
109799,7741,16,1886
903871,7742,15,2007
385568,7743,16,2099
502988,7744,17,2142
500456,7745,16,1514
688150,7746,13,1927
36760,7747,17,2200
93919,7748,14,1479
719250,7749,15,1786
616622,7750,15,2306
9535,7751,16,2358
83723,7752,17,2069
502927,7753,18,1924
526458,7754,15,1578
840260,7755,14,1639
146615,7756,16,2037
762860,7757,15,1620
628781,7758,17,1937
738957,7759,16,1636
208711,7760,17,2131
483556,7761,14,6827
150521,7762,17,2012
949066,7763,13,1539
729389,7764,13,1613
778503,7765,15,7132
485811,7766,17,1623
461111,7767,14,1729
386009,7768,16,2007
79239,7769,14,1883
502354,7770,16,2579
112174,7771,16,1804
926668,7772,16,2405
784735,7773,15,1959
537879,7774,14,1539
494246,7775,17,2199
899274,7776,16,1987
992801,7777,18,2929
907462,7778,14,1089
888908,7779,16,1592
391406,7780,16,2163
112154,7781,18,1531
125778,7782,15,1432
394172,7783,14,1485
744791,7784,16,1837
642211,7785,14,1376
445974,7786,15,2029
371932,7787,14,1215
478720,7788,16,1421
260423,7789,15,2081
892160,7790,15,2779
285781,7791,14,1820
707502,7792,16,1850
611276,7793,17,2155
112840,7794,16,1084
173935,7795,16,2179
296130,7796,16,1953
420064,7797,15,2165
388830,7798,13,1511
497673,7799,14,993
917806,7800,13,1608
854242,7801,15,2091
703970,7802,13,1424
635249,7803,15,1736
548356,7804,14,1723
283273,7805,14,1613
459469,7806,18,1964
432806,7807,15,1523
607210,7808,15,1473
81717,7809,14,1648
682669,7810,13,1470
29863,7811,15,2143
976810,7812,14,2253
703632,7813,13,1179
506381,7814,14,1245
532663,7815,16,1516
99110,7816,14,1417
251424,7817,15,1834
875699,7818,17,2695
35760,7819,15,1425
818665,7820,14,1843
828013,7821,17,1843
83458,7822,14,1245
762817,7823,14,1472
436120,7824,13,1397
79497,7825,13,968
681280,7826,12,990
728646,7827,15,1818
7,7828,16,2573
515201,7829,15,1954
806706,7830,14,1631
577346,7831,17,2077
613992,7832,17,1636
644191,7833,17,2176
535332,7834,17,2261
432700,7835,14,1674
731998,7836,15,1594
847768,7837,13,1826
651717,7838,16,1595
553459,7839,15,1587
556783,7840,14,934
146969,7841,17,1663
985454,7842,13,1433
319640,7843,13,1274
852841,7844,15,1613
13059,7845,14,1295
192645,7846,17,2276
721595,7847,14,1439
810234,7848,19,1741
262066,7849,15,1781
471638,7850,17,1936
41012,7851,17,3800
337170,7852,13,1633
945049,7853,12,1122
282085,7854,16,1834
472713,7855,17,1397
139665,7856,15,1325
20868,7857,15,1216
875363,7858,14,1179
993087,7859,14,1429
659486,7860,15,1566
6867,7861,15,1832
956473,7862,14,1203
663433,7863,17,1920
974834,7864,16,2042
339066,7865,14,1534
445793,7866,16,1823
928540,7867,14,1148
785216,7868,13,1175
720803,7869,12,873
978913,7870,16,1340
907934,7871,18,1532
922176,7872,14,1706
465070,7873,15,1331
665318,7874,15,1778
181500,7875,15,1923
618583,7876,16,2117
746264,7877,17,1971
627321,7878,16,1395
901467,7879,15,1353
542693,7880,14,1326
901753,7881,16,1031
725408,7882,14,1576
988518,7883,16,1798
926954,7884,14,1506
155943,7885,16,1614
451219,7886,17,2529
310854,7887,14,1701
660757,7888,14,1181
100345,7889,13,1398
667033,7890,13,1052
96624,7891,13,1236
594219,7892,15,3053
548262,7893,16,1506
290688,7894,13,1557
556567,7895,16,1165
703761,7896,16,1412
474379,7897,15,1353
1141,7898,16,1705
845571,7899,13,1504
116086,7900,15,1206
809995,7901,15,1116
752773,7902,15,2176
810490,7903,16,1353
650143,7904,16,1879
576400,7905,18,2071
602097,7906,16,1639
976346,7907,14,1276
633360,7908,14,1377
166640,7909,17,2248
131047,7910,14,1333
347336,7911,14,2184
668052,7912,16,1766
515436,7913,15,1268
497955,7914,16,1763
87555,7915,16,1770
616554,7916,14,1306
360914,7917,13,1451
816610,7918,13,1516
680594,7919,12,1434
403724,7920,15,1601
884162,7921,15,2286
451710,7922,18,1869
558492,7923,15,1625
5532,7924,15,1560
419469,7925,14,1659
186347,7926,17,2232
134742,7927,16,1448
188078,7928,18,2841
234425,7929,14,1850
663628,7930,14,1415
357526,7931,13,1288
909740,7932,16,2010
630305,7933,15,1910
589171,7934,18,2134
983431,7935,18,2483
300842,7936,15,2097
944313,7937,13,1227
28980,7938,17,1774
393269,7939,15,2262
4807,7940,17,2041
30704,7941,16,1073
18596,7942,19,2027
147080,7943,17,1940
793404,7944,14,1406
362478,7945,14,1300
164787,7946,15,1513
406798,7947,16,2499
959044,7948,14,1550
474621,7949,14,1595
293027,7950,13,1690
386801,7951,16,1790
909352,7952,16,1599
304644,7953,17,1912
775588,7954,14,1826
591239,7955,15,1733
927462,7956,13,1648
207405,7957,16,1826
752206,7958,15,1919
863368,7959,13,1401
726461,7960,14,1388
593768,7961,15,1592
116282,7962,17,1857
566555,7963,18,2231
917464,7964,13,1207
88009,7965,13,1199
676030,7966,13,1041
469769,7967,17,1983
724693,7968,15,1652
124365,7969,16,1602
565826,7970,15,616
187155,7971,15,1576
430384,7972,15,1250
973306,7973,14,1571
737219,7974,15,1698
240670,7975,16,1999
967952,7976,12,1027
89316,7977,16,1565
307940,7978,13,1326
639372,7979,16,1982
830958,7980,13,1956
198795,7981,17,2631
870636,7982,13,1406
383335,7983,14,1829
94238,7984,16,1819
181282,7985,15,1076
557409,7986,14,1415
170935,7987,15,1114
7164,7988,17,1834
881835,7989,16,2076
449150,7990,16,2528
554355,7991,13,972
468340,7992,16,2137
756669,7993,15,1176
939731,7994,12,1253
755860,7995,17,1310
212205,7996,15,1730
414375,7997,17,2081
77562,7998,15,1387
694404,7999,14,1564
450259,8000,14,1426
501679,8001,15,1510
97521,8002,14,1181
166454,8003,15,1315
241343,8004,16,1728
864243,8005,15,2021
820633,8006,16,2080
344015,8007,16,2022
657094,8008,16,2075
380401,8009,15,1338
789450,8010,13,1084
11905,8011,16,2150
648539,8012,16,1593
585506,8013,15,1423
955665,8014,16,2124
250041,8015,15,1391
525601,8016,19,2956
181825,8017,14,1080
948999,8018,13,1523
361903,8019,15,1691
439505,8020,14,1779
872105,8021,14,1875
325711,8022,16,1975
312346,8023,14,1335
532037,8024,15,1544
182620,8025,16,1631
385899,8026,18,2073
460998,8027,14,1180
707679,8028,16,1699
408608,8029,15,1515
92283,8030,14,1491
664893,8031,15,1347
999000,8032,13,1236
200643,8033,18,2329
488788,8034,17,2023
930594,8035,13,1105
954281,8036,17,2068
393408,8037,16,2088
975801,8038,18,1809
254942,8039,14,1388
698255,8040,16,1834
826490,8041,15,1442
17017,8042,15,1557
502577,8043,15,1281
399679,8044,15,1657
42405,8045,19,1813
406692,8046,16,1649
167210,8047,19,2443
338790,8048,14,1487
919812,8049,16,1812
565291,8050,13,1371
255090,8051,17,1568
280155,8052,14,1783
530764,8053,15,1417
617043,8054,13,1231
250370,8055,15,1108
557348,8056,14,1126
798248,8057,16,2187
18582,8058,18,2520
15413,8059,16,1120
782306,8060,16,2106
313814,8061,13,1112
792022,8062,14,1186
638711,8063,16,1666
197274,8064,16,2414
551022,8065,18,2314
826814,8066,13,1353
837213,8067,12,1249
6688,8068,17,1710
77251,8069,15,1623
978936,8070,14,1521
610191,8071,23,2469
241954,8072,17,1587
497378,8073,14,1239
685828,8074,17,1683
51488,8075,14,1370
389966,8076,15,1612
867704,8077,13,1298
786364,8078,15,1261
514878,8079,16,1836
735521,8080,13,1336
355536,8081,14,1561
949537,8082,17,1696
465029,8083,17,2181
780878,8084,14,1174
52921,8085,14,1099
278752,8086,15,1747
625518,8087,13,1265
597895,8088,16,1789
300933,8089,15,1733
28135,8090,16,1251
213924,8091,17,1719
553578,8092,15,1328
675374,8093,16,1271
934687,8094,15,1713
737207,8095,16,1841
38091,8096,15,1483
48532,8097,14,1169
868101,8098,16,1687
620905,8099,15,2110
516442,8100,16,1488
846626,8101,12,1089
802408,8102,15,1363
188070,8103,17,1981
641905,8104,16,1448
248334,8105,14,1458
196225,8106,15,1278
661777,8107,17,1674
484285,8108,14,1952
481854,8109,15,1381
177898,8110,15,1380
133114,8111,15,1338
804678,8112,14,1348
751688,8113,16,1545
211773,8114,15,1461
854892,8115,15,2159
815900,8116,18,2085
717074,8117,16,1519
138890,8118,17,1969
744034,8119,15,1377
866144,8120,13,1262
550681,8121,15,1602
733172,8122,14,1306
835993,8123,14,1672
420780,8124,15,2184
315981,8125,17,2039
672488,8126,14,1323
640512,8127,13,1028
121888,8128,17,1989
453592,8129,15,1841
627579,8130,14,1295
339916,8131,16,2458
323402,8132,14,1718
990527,8133,17,2163
969120,8134,14,1930
884136,8135,15,1606
330353,8136,13,1102
763681,8137,16,1710
547523,8138,14,1198
329546,8139,12,866
997118,8140,15,1999
483293,8141,16,1686
798788,8142,15,1353
690785,8143,14,1663
342088,8144,13,1307
834321,8145,15,2186
164115,8146,14,1612
525802,8147,15,1667
232378,8148,18,2542
483581,8149,17,1416
377252,8150,15,1663
90210,8151,14,1428
818211,8152,15,1575
570053,8153,18,2170
240015,8154,15,1001
934102,8155,16,2013
356250,8156,15,1513
907541,8157,16,1634
19464,8158,14,1536
680086,8159,15,1961
65292,8160,13,1470
835487,8161,15,1469
622902,8162,16,1640
457992,8163,16,2122
538596,8164,14,1121
812032,8165,15,1210
137777,8166,19,2504
945112,8167,15,1729
707861,8168,18,1550
883136,8169,15,1562
940381,8170,17,1732
28045,8171,18,1505
947591,8172,15,1536
819128,8173,14,918
761054,8174,16,1732
649911,8175,18,2250
509211,8176,18,2027
122958,8177,17,1846
14838,8178,14,1098
910340,8179,14,1566
259229,8180,16,1702
659868,8181,15,1237
779458,8182,15,1484
420915,8183,13,1508
58629,8184,14,1169
214127,8185,15,1300
936334,8186,12,856
949216,8187,13,1283
170666,8188,14,1198
110699,8189,15,1910
179856,8190,16,1696
12221,8191,16,1606
37956,8192,18,2307
271052,8193,15,2399
711944,8194,16,1702
90657,8195,16,1489
310108,8196,16,2335
672839,8197,18,1694
948338,8198,13,1181
359482,8199,14,1272
371154,8200,16,1717
50831,8201,16,1129
404388,8202,17,1963
938911,8203,14,1019
773899,8204,16,1484
132723,8205,17,1517
432458,8206,16,1845
469312,8207,14,1251
949668,8208,16,1195
912124,8209,14,1303
385023,8210,15,1363
807352,8211,15,1508
178005,8212,13,664
932793,8213,13,3935
534871,8214,18,2008
650298,8215,13,891
284987,8216,14,1463
626179,8217,16,1838
944186,8218,13,1074
206735,8219,15,1306
762164,8220,14,1389
152150,8221,14,9174
803641,8222,15,1226
685628,8223,14,1371
939716,8224,14,1124
683590,8225,15,1148
615581,8226,14,1220
129254,8227,17,2001
586490,8228,16,1687
131060,8229,17,3718
440915,8230,12,898
584348,8231,17,1223
145201,8232,17,2151
905260,8233,14,1455
155907,8234,17,1625
601790,8235,15,1737
389746,8236,14,1117
107807,8237,19,4987
174913,8238,16,1778
631752,8239,17,2167
130935,8240,15,446
759160,8241,15,1984
954268,8242,16,1464
959039,8243,15,1143
553482,8244,16,1485
294940,8245,15,4116
909461,8246,16,1272
760758,8247,13,1082
512460,8248,17,1775
852035,8249,14,1647
827754,8250,14,1647
105021,8251,14,1173
113298,8252,16,1359
644910,8253,16,1219
785487,8254,15,1183
828455,8255,15,925
454826,8256,15,1517
343620,8257,15,1711
414654,8258,14,1293
902519,8259,15,1244
